id,hotel_id,date,national_id,negative_review,positive_review,score,trip_type,guests_composition_id,room_type_id,vacation_length
1031,5,8/16/2016,93, Hotel was just a bit quiet for what we had wanted Ideally it would have had more of an atmosphere around the bar or something in the evenings , The hotel offered a free smartphone in every room that you could take out around the city Ideal for looking up places to eat find your way on google maps or call to make a reservation ,9.6, Leisure trip,2,4,2
1033,5,5/22/2016,93, room beside outside air con which came on and off during the night which was noisy breakfast very expensive at 12 when you could go across the road for 3 50, comfortable room staff very friendly,8.8, Leisure trip,5,3,3
1034,5,3/21/2016,93, even though we were told we had been upgraded the room was quite small , Bed was comfortable room was spotless facilities good room with iron etc provided ,8.3, Leisure trip,5,3,1
1035,5,3/15/2016,93, The room was a little bit warm There was a fan in the room but it didn t make much of a difference , Friendly staff and very helpful Clean room and very comfortable bed ,8.8, Leisure trip,1,4,2
1036,5,02/09/2016,93, I was very dissapointed with this property our daughter booked and paid for this as a birthday present we had hassle checking in the receptionist wanted a copy of the card for security as this wasnt our card we didnt have it we offered our own card to use and they wanted to refund our daughters card which would take 10 days and take the money for the room from us there was no reason to do this and was a bad start to our trip Also the pictures are very misleading the rooms were tiny I wouldnt return here but would definitely return to the area, The location,5.4, Leisure trip,2,4,2
1037,5,11/15/2015,93, not hotels fault but noise from idiots driving around cars middle of night with loud car exhausts, Friendly polite helpful staff comfortable bed lots of hot water from bathroom taps very strong water pressure shower warm heated tiled floor bathroom small grocer shop literally across the road extra bottles toiletries in bathroom strong wifi signal,10, Leisure trip,1,4,2
1038,5,11/10/2015,93, Look at the curtains looks like blood stains all over even though it may be chemicals I hope Also you pulled money ahead of time which I wasnt informed of as it stood that the full amount would be paid at the property , Location ,5.4, Leisure trip,2,4,2
1039,5,09/03/2015,93, Reception was a nightmare When we arrived they put into a room which NOT what we ordered and they were more concerned with taking our money than providing a service Treated us like B grade guests because we had booked using Booking com We asked them to book a taxi for us on departure and they booked a cab for the wrong time Would not stay there again , Room was clean when we asked them to move us to the room we had reserved they agreed after a debate ,5.4, Leisure trip,2,4,4
1040,5,09/01/2015,93, We had asked for a nice room as we were celebrating our 6 month wedding anniversary but we were given a room down in basement level which obviously meant no view Then the bed consisted of two single mattresses pushed together on a wooden base which was far too big for purpose The room was smaller than we expected to get for the 436 we paid for the two nights Also the shower tray is pretty much on the same level as the bathroom floor so if you re in the shower any longer than a couple of minutes the bathroom floor gets totally flooded All in all definitely not worth the money we paid , The location is good everything is nice and handy to get to from this Hotel which is it s only saving grace in my opinion ,5.4, Leisure trip,2,3,2
1041,5,1/17/2017,93,No Negative, Free Wifi Friendly Staff Choice to pay in Euros,10, Leisure trip,2,4,2
1042,5,12/16/2016,93, Room a bit small, Great Location good Value for Money,7.9, Leisure trip,2,4,2
1043,5,11/06/2016,93, No food in the evening only indian food, really friendly helpful staff ,7.9, Leisure trip,1,4,2
1044,5,11/02/2016,93,No Negative, Staff were exceptionally helpful friendly and breakfast was very nice and well managed ,9.6, Leisure trip,3,5,2
1045,5,8/31/2016,93,No Negative, Excellent friendly staff good location,9.2, Leisure trip,5,3,3
1046,5,8/16/2016,93, The overwelming smell of fried oil in the lobby and lift, Quiet Good bathroom,7.9, Leisure trip,1,3,2
1047,5,08/11/2016,93, Room 238 is too small for a double bed and I would not like to have it again, Beds were excellent and service was great,8.8, Leisure trip,5,4,2
1048,5,5/17/2016,93,No Negative, helpful and friendly staff spacious room comfy bed and short walk to underground,8.8, Leisure trip,4,5,3
1049,5,4/23/2016,93, Hair in bed Tiny room Miniscule bathroom Basement breakfast room No way 4 , Location,5, Business trip,2,4,2
1050,5,04/04/2016,93, Mainly the manager She was extremely rude Terrible experience,No Positive,2.5, Leisure trip,2,4,3
1051,5,10/10/2016,94, Size of the bedrooms were small Had to phone each time for a ironing board Breakfast was mediocre No comfort in the bar Each time upstairs flushed the toilet or had a shower you could hear the water flushing down the pipes in our bathroom , The staff were friendly The day are holiday ended ,4.6, Leisure trip,2,4,7
1052,5,11/08/2015,94, The first night we were allocated a basement room found this claustrophobic The staff who were excellent throughout moved us on the second night to a much better room on level3, Good friendly and professional staff in all areas Cosy little bar with good service Cleanliness in bedrooms and throughout the hotel was to a high standard Convenient for Paddington Station and thus Heathrow Express ,6.3, Business trip,2,4,2
1053,5,11/30/2015,95, The only thing missing was there was no bath only a shower but it was a great shower The rooms were a little too cosey small , The staff were efficient and friendly The hotel was spotless The rooms were modern and had all the necessities It was a five minute walk to the tube station which was convenient ,10, Leisure trip,4,4,3
1055,5,08/04/2015,95, The water didn t drain well The desk staff were sour faced do they not enjoy their job , The deluxe room had plenty of space for luggage Newly renovated clean quiet room Good quality bath towels and sheets A 5 minute walk to Paddington Station Tube,8.3, Leisure trip,2,4,3
1056,5,12/03/2016,95,No Negative, Everything about this hotel,10, Leisure trip,1,4,7
1057,5,11/22/2015,95, Lack of storage space AC poor ,No Positive,6.3, Leisure trip,2,4,7
1058,5,3/15/2016,96, Nothing to complain , We stayed only a night and enjoyed our stay The hotel has extremely friendly staff The room was quiet had an excellent shower and a good bed ,8.8, Leisure trip,2,4,1
